,id,question,answers
3453,train_q3891,Name something people think brings bad luck. ,"{'black cat': 47, 'under ladder': 19, 'break mirror': 15, 'open umbrella': 5}"
3454,train_q3892,Name something you do to help fall asleep on a hot summer night. ,"{'air condition fan': 55, 'take shower bath': 23, 'cold drink': 5, 'listen to music': 4, 'open window': 4, 'watch television': 3}"
3455,train_q3894,Name a singer who is known by their first name. ,"{'madonna': 38, 'cher': 29, 'shakira': 17, 'beyonce': 12, 'prince': 4}"
3456,train_q3895,Name a bad habit that can make a pretty girl look unattractive. ,"{'she smokes': 47, 'bites her nails': 7, 'attitude grouchy': 7, 'picks her nose': 6, 'she chews gum': 5, 'too much makeup': 5}"
3457,train_q3896,Name a liquid people add to their car. ,"{'oil': 56, 'gasoline': 23, 'anti freeze': 13, 'anti-freeze': 13, 'brake fluid': 4}"
3458,train_q3897,Name something that takes you across a river. ,"{'boat': 62, 'canoe': 10, 'bridge': 8, 'raft': 7, 'ferry': 5}"
3459,train_q3898,Name a way you might find out the news. ,"{'television': 54, 'internet': 17, 'newspaper': 16, 'phone call': 7, 'radio': 6}"
3460,train_q3899,Name a number you might lie to your date about. ,"{'age': 64, 'phone number': 16, 'past relationships': 5, 'weight': 5}"
3461,train_q3900,Name a white animal. ,"{'polar bear': 63, 'rabbit': 18, 'cat': 7, 'horse': 4, 'seal': 2}"
3462,train_q3901,Name a magazine that has a lot of photographs. ,"{'people': 34, 'national geographic': 14, 'life': 12, 'playboy': 9, 'vogue': 4, 'us weekly': 3, 'cosmopolitan': 3}"
3463,train_q3902,Name something that some people seem to need more of than other people. ,"{'money': 45, 'love attention': 36, 'sleep': 6, 'friends': 5, 'candy food': 2}"
3464,train_q3904,Name a popular type of bread. ,"{'sliced': 30, 'garlic': 21, 'flatbread': 21, 'naan': 12, 'cibatta': 3}"
3465,train_q3905,Name something a young child takes with him when he runs away from home. ,"{'teddy bears': 40, 'clothes': 20, 'food': 14, 'blanket': 13, 'backpack': 3}"
3466,train_q3906,Name a reason you might suspect a Little Leaguer is more than 12 years old. ,"{'facial hair': 45, ""he's big"": 31, 'can hit': 7, 'deep voice': 6, 'looks older': 3, 'drives to game': 2}"
3467,train_q3907,"Name someone famous with the last name ""Moore."" ","{'demi moore': 45, 'mary tyler moore': 16, 'michael moore': 15, 'roger moore': 9}"
3468,train_q3908,Name something people always claim theirs is better. ,"{'cooking recipe': 26, 'their car': 15, 'spouse family': 14, 'body self': 7, 'clothes shoes': 7, 'their house': 7}"
3469,train_q3909,Name a place where you press buttons. ,"{'elevator': 42, 'work': 21, 'atm': 17, 'arcade': 10, 'casinos': 8}"
3470,train_q3910,Name something a person might do before going to bed that would make it hard for them to get right to sleep. ,"{'coffee': 35, 'eat': 28, 'exercise': 13, 'horror movie': 9, 'argument': 4, 'shower': 3}"
3471,train_q3911,Name someone famous for wearing a moustache. ,"{'groucho marx': 25, 'burt reynolds': 15, 'tom selleck': 12, 'adolf hitler': 11, 'charlie chaplin': 9, 'clark gable': 8}"
3472,train_q3912,Name something people keep by their toilets. ,"{'toilet paper': 56, 'reading materials': 17, 'plunger': 15, 'toilet brush': 5, 'trash cans': 3}"
3473,train_q3914,Name something people jump. ,"{'rope': 63, '""the broom""': 6, 'puddle hole': 5, 'fence gate': 4, 'in line': 3, 'hurdles': 3, 'bail': 3}"
3474,train_q3915,Name a country you could travel to if you wanted to see palaces. ,"{'england': 39, 'india': 26, 'france': 16, 'egypt': 12, 'italy': 7}"
3475,train_q3916,Name a US city with more young people than old. ,"{'new york city': 38, 'los angeles': 27, 'miami': 14, 'las vegas': 10, 'san francisco': 6, 'atlanta': 5}"
3476,train_q3917,Name something that wakes you when you're camping out. ,"{'birds': 62, 'sunlight': 8, 'rain': 6, 'bugs': 6, 'bathroom needs': 4, 'thunder': 4}"
3477,train_q3918,Name Something You Wish People Wouldn’t Do In Your Car. ,"{'smoke': 58, 'eat': 22}"
3478,train_q3919,Name something people on cruises do. ,"{'eat': 42, 'relax': 11, 'dance': 10, 'swim': 8, 'shuffle': 8, 'gamble': 7}"
3479,train_q3920,Name a domestic pet. ,"{'dog': 36, 'cat': 26, 'hamster': 21, 'guinea pig': 10, 'goldfish': 7}"
3480,train_q3921,Name Something A Person Might Use To Clean Their Belly Button ,"{'q tip': 64, 'finger': 15}"
3481,train_q3922,Name something men love to argue about with other men. ,"{'sports': 69, 'women': 11, 'politics': 9, 'cars': 5}"
3482,train_q3924,Name a country known for its beaches. ,"{'usa': 40, 'mexico': 24, 'australia': 15, 'bahamas': 13, 'jamaica': 8}"
3483,train_q3925,Name an occasion when a woman might be especially nervous and excited ,"{'wedding day': 49, 'first date': 19, 'pregnant': 17, 'proposal': 6, 'job interview': 4}"
3484,train_q3926,Name a snack food that has cream in the middle. ,"{'twinkie': 49, 'oreo': 26, 'donuts': 8, 'ding dong': 5, 'cupcake': 3, 'bonbon': 2}"
3485,train_q3927,Name something you might accidentally get locked in. ,"{'car': 21, 'toilet': 19, 'cupboard': 13, 'house': 13, 'lift': 7, 'shop': 4}"
3486,train_q3928,Name something you plan for. ,"{'weddings': 68, 'vacations': 13, 'birthday party': 8, 'retirement': 6, 'having children': 5}"
3487,train_q3929,Name something you might eat at Thanksgiving dinner. ,"{'turkey': 44, 'mashed potatoes': 23, 'stuffing': 16, 'cranberries': 12, 'sweet potatoes': 5}"
3488,train_q3930,Name something kids do these days instead of reading. ,"{'video games': 46, 'watch tv': 30, 'computer internet': 10, 'sports exercise': 7, 'eat drink': 3, 'play cards poker': 2}"
3489,train_q3931,Name something you haven't ridden since you were a kid. ,"{'bicycle': 29, 'tricycle': 18, 'horse': 16, 'amusement ride': 9, 'sled': 3, 'train': 3}"
3490,train_q3932,Name a yellow fruit. ,"{'bananas': 50, 'lemons': 26, 'pineapples': 10, 'pears': 8, 'apples': 6}"
3491,train_q3934,Name someone famous who rode a horse. ,"{'wayne': 25, 'the duke': 25, 'john wayne': 25, 'revere': 17, 'paul revere': 17, 'reeve': 13, 'christopher reeve': 13, 'roy rogers': 11, 'george washington': 6, 'washington': 6, 'ranger': 4, 'lone ranger': 4}"
3492,train_q3935,Name something an inconsiderate person will hog from others. ,"{'food': 44, 'remote control': 32, 'bathroom': 7, 'covers': 4}"
3493,train_q3936,Name a celebrity you wouldn't want to sit next to on an airplane. ,"{'justin beiber': 24, 'kim kardashian': 20, 'lindsay lohan': 17, 'miley cyrus': 15, 'lil wayne': 13, 'howard stern': 11}"
3494,train_q3937,Name something you have with you all the time. ,"{'phone': 54, 'wallet': 21, 'id': 12, 'money': 8, 'keys': 5}"
3495,train_q3938,Name something you would not want to see in a school cafeteria. ,"{'bugs': 41, 'rats': 25, 'mice': 17, 'hair': 13, 'finger': 4}"
3496,train_q3939,Name a flower that's also a girl's name. ,"{'rose': 43, 'daisy': 24, 'lily': 16, 'iris': 6, 'violet': 3, 'jasmine': 2}"
3497,train_q3940,Name something that you move around. ,"{'cart': 50, 'baby stroller': 27, 'vacuum': 8, 'lawn mower': 5}"
3498,train_q3941,Name a piece of furniture that is often made from wood. ,"{'bed frame': 37, 'dresser': 29, 'table': 27, 'bookshelf': 7}"
3499,train_q3942,Name common gift kids receive when their Grandparents visit. ,"{'cash': 40, 'clothes': 25, 'candy': 15, 'toys': 13, 'books': 7}"
3500,train_q3944,Name Something A Man Gives His Wife On Valentine’s Day. ,"{'flowers': 50, 'chocolates': 30}"
3501,train_q3945,Name a piece of sporting equipment that often breaks. ,"{'bat': 37, 'tennis racket': 24, 'hockey stick': 18, 'helmet': 4}"
3502,train_q3946,Name a profession that uses a ladder. ,"{'firefighters': 45, 'painter': 31, 'roofer': 13, 'carpenter': 11}"
3503,train_q3947,Name a quiet animal: ,"{'cat': 36, 'mouse': 13, 'rabbit': 13, 'deer': 7, 'giraffe': 6, 'fish': 5, 'snake': 4, 'hamster': 3}"
3504,train_q3948,Name something you need when you do yard work. ,"{'rake': 36, 'lawn mower': 24, 'gloves': 21, 'hoe': 4, 'hat': 3}"
3505,train_q3949,Name something that might not look right if you got ready without looking in the mirror. ,"{'hair': 50, 'makeup': 35, 'clothing': 9, 'tie': 4, 'toupee': 2}"
3506,train_q3950,Name a job you might get at a hospital. ,"{'nurse': 60, 'doctor': 22, 'admitting': 7, 'orderly': 4, 'custodian': 2}"
3507,train_q3951,Name something a person who loses 100 pounds suddenly has more of. ,"{'excess skin': 50, 'friends': 15, 'energy': 12, 'nice clothes': 8, 'self-esteem': 5, 'shape': 3}"
3508,train_q3952,Name a place you might move to when you retire. ,"{'florida': 53, 'hawaii': 16, 'arizona': 6, 'california': 5}"
3509,train_q3954,Name a city where people like to show off their bodies. ,"{'miami': 52, 'los angeles': 24, 'new york': 12, 'rio de janeiro': 7, 'paris': 5}"
3510,train_q3955,Name somewhere children love going that adults don't. ,"{'park': 42, 'amusement park': 22, 'chuck e cheese': 20, 'petting zoo': 11, 'arcades': 5}"
3511,train_q3956,Name someone you see only once a year. ,"{'santa': 46, 'grandparent': 21, 'doctor': 12, 'aunt': 8, 'dentist': 7, 'cousin': 6}"
3512,train_q3957,Name something people do when they're depressed because they've gained weight. ,"{'eat more': 62, 'fad diet': 15, 'starve': 4, 'sleep': 3}"
3513,train_q3958,Name an animal you might see at the zoo. (New Set) ,"{'monkeys': 27, 'lions': 25, 'elephants': 20, 'tigers': 12, 'zebras': 10, 'giraffes': 6}"
3514,train_q3959,Name Something That’s Usually Required To Rent An Automobile. ,"{'credit card': 51, 'drivers license': 40}"
3515,train_q3960,Name a subject people talk about when they're just getting acquainted? ,"{'weather': 33, 'job': 17, 'kids': 11, 'hobbies': 6, 'past loves': 5, 'recent news': 3, 'hometown': 3}"
3516,train_q3961,Name something with a flame. ,"{'lighter': 31, 'candle': 27, 'fire': 21, 'torch': 5, 'stove': 4, 'matches': 4}"
3517,train_q3962,Name an activity that might take place during a slumber party. ,"{'pillow fight': 45, 'play games': 21, 'tell ghost stories': 9, 'watch movie': 9, 'makeover': 6, 'dancing': 5}"
3518,train_q3964,Name something you don’t have to be intelligent to win. ,"{'lottery': 27, 'card game': 22, 'bingo': 20, 'sports game': 14, 'race': 7, 'game show': 4, 'eating contest': 3}"
3519,train_q3965,Name a place where you spray perfume. ,"{'neck': 50, 'wrist': 15, 'bathroom': 13, 'underarm': 6}"
3520,train_q3966,Name something parents brag about their children when they're babies. ,"{'how cute they are': 27, 'first word': 14, 'walking': 13, ""they're so smart"": 10, 'sleep all night': 8, 'they smile': 5}"
3521,train_q3967,Name something you might do on a date. ,"{'kiss': 33, 'go out for dinner': 22, 'talk': 17, 'watch a movie': 15, 'pay': 13}"
3522,train_q3968,Name A Reason Someone Might Buy One Brand Of Toilet Paper Over Another. ,"{'softer': 49, 'cheaper': 31}"
3523,train_q3969,Name an ingredient you would find at a fancy salad bar. ,"{'lettuce': 16, 'alfalfa sprouts': 10, 'shrimp': 8, 'olives': 8, 'cherry tomatoes': 6, 'cucumber': 5}"
3524,train_q3970,Name some personal information you don't feel is anyone's business but your own. ,"{'sex life': 30, 'age': 22, 'income': 17, 'weight': 14, 'social security': 8}"
3525,train_q3971,Name something that you think is okay to do in public but is frowned upon by other people. ,"{'kiss': 52, 'breast feeding': 18, 'fart': 13, 'belch': 12, 'pee': 5}"
3526,train_q3972,Name an exercise that no one looks good doing. ,"{'yoga': 37, 'sit-ups crunches': 29, 'jogging treadmill': 15, 'squats': 12}"
3527,train_q3974,Name a smart animal. ,"{'dogs': 55, 'dolphin': 16, 'monkey': 13, 'elephant': 10, 'pig': 6}"
3528,train_q3975,Name something a person might do right after eating a big Thanksgiving dinner. ,"{'more sleep': 44, 'nap': 44, 'dream': 44, 'sleep': 44, 'slumber': 44, 'snooze': 44}"
3529,train_q3976,Name something people do at the airport while waiting for an airplane. ,"{'read': 52, 'eat drink': 30, 'sleep': 5, 'watch people': 3}"
3530,train_q3977,Name something a person keeps for a lifetime. ,"{'photos': 34, 'jewelry': 27, 'memories': 6, 'themselves': 4, 'teddy': 3, 'name': 3}"
3531,train_q3978,Name a common superstition. ,"{'friday the thirteenth': 39, 'black cat': 29, 'broken mirror': 21, 'walking under ladder': 11}"
3532,train_q3979,Name a fruit you can eat with one bite. ,"{'grape': 56, 'strawberry': 17, 'prune': 3}"
3533,train_q3980,Name Something A Politician Has To Be Good At. ,"{'lying': 45, 'speaking': 36}"
3534,train_q3981,Name Something A Bracelet Might Be Made Of. (Be More Specific Than Metal) ,"{'gold': 50, 'silver': 31}"
3535,train_q3982,Name a situation when you need to gather courage before taking action. ,"{'fighting': 20, 'proposing marriage': 18, 'quitting a job': 15, 'asking someone out': 14, 'ask for a raise': 13, 'public speaking': 10}"
3536,train_q3984,Name something you check under the bonnet of your car. ,"{'oil': 45, 'water': 28, 'engine': 13, 'battery': 6, 'radiator': 5}"
3537,train_q3985,Name something that some people seem to love more than people. ,"{'pets': 46, 'money': 18, 'chocolate': 14, 'food': 8}"
3538,train_q3986,Name A Profession That Requires Really Good Balance ,"{'tightrope walker': 29, 'acrobat': 25, 'gymnast': 17, 'trapeze artist': 13, 'ballerina': 11}"
3539,train_q3987,Name a subject your friends seem to love giving free advice on. ,"{'relationships': 55, 'babies': 10, 'parenting': 10, 'baby': 10, 'job': 7, 'money': 7, 'health care': 6, 'election': 6, 'politics': 6, 'healthcare': 6}"
3540,train_q3988,Name a loud noise you might hear coming from your rude neighbor's house. ,"{'music': 65, 'yelling': 8, 'barking dog': 6, 'pounding': 3, 'belching': 3, 'saw': 2}"
3541,train_q3989,Name a precious stone or gem. ,"{'diamond': 75, 'ruby': 15, 'emerald': 5, 'opal': 2, 'pearl': 2}"
3542,train_q3990,Name something people do while watching their favorite band. ,"{'dance': 42, 'sing along': 37, 'bob head': 7, 'clap': 6, 'tap fingers': 4, 'play air guitar': 3}"
3543,train_q3991,Name a costume a boy might wear for Halloween. ,"{'batman': 35, 'pirate': 27, 'superman': 22, 'vampire': 16}"
3544,train_q3992,Name An Activity For Which People Wear Boots. ,"{'hiking': 39, 'ski snowboarding': 17, 'hunting': 15, 'fishing': 9, 'sledding': 8, 'shoveling': 8, 'horseback riding': 3}"
3545,train_q3994,Name an event in Olympic gymnastics. ,"{'balance beam': 40, 'floor exercise': 22, 'the vault': 16, 'parallel bars': 13, 'the rings': 9}"
3546,train_q3995,Name something twins have in common. ,"{'looks': 52, 'parents': 19, 'birthday': 9, 'surname': 5, 'genes': 3}"
3547,train_q3996,Name an animal that you could outrun. ,"{'turtle': 43, 'cat': 14, 'snail': 12, 'dog': 9, 'pig': 4, 'rabbit': 3}"
3548,train_q3997,Name a body part that's on a woman and a chicken. ,"{'breasts': 65, 'legs thighs': 23, 'feet claws': 8, 'neck': 2}"
3549,train_q3998,Name a fruit that is used to describe a woman's body or part of it. ,"{'pear': 38, 'melon': 37, 'apple': 6, 'peach': 5, 'cherry': 4}"
3550,train_q3999,Name a reason you might want to change seats on a plane. ,"{'want window or aisle': 34, 'annoying person': 32, 'crying baby': 11, 'cramped': 9, 'bad hygiene': 8, 'turbulence': 6}"
3551,train_q4000,Name a kind of place where you hate to be seated next to a screaming baby. ,"{'movie theater': 27, 'restaurant': 23, 'airplane': 17, 'church': 11, 'bus': 9, ""doctor's office"": 4, 'concert': 3}"
3552,train_q4001,Name Something That Causes A Person To Laugh. ,"{'jokes': 39, 'being tickled': 33, 'tv show movie': 13, 'clown': 11}"
3553,train_q4002,Other Than Christmas Name An Occasion For Which People Decorate Their Houses,"{'halloween': 43, 'easter': 16, 'thanksgiving': 14, 'birthday': 9, 'fourth of july': 7}"
3554,train_q4004,Other Than For A Passenger Name A Reason A Cab Driver Would Stop The Car,"{'red light': 32, 'accident': 23, 'traffic jam': 21, 'police sirens': 12, 'needs gas': 8}"
3555,train_q4005,"Other Than Swimsuits, Name Something People Wear To The Beach. ","{'shorts': 37, 'flip flops': 18, 'sunglasses': 14, 'sunblock': 10, 'hat': 9, 'towel': 6}"
3556,train_q4006,"Once A Baby Can Crawl, Name Something You Make Sure Is Baby-Proofed In Your House ","{'stairs': 34, 'outlets': 24, 'cabinets bleach': 22, 'table corners': 11, 'medication': 3, 'stove oven': 3}"
3557,train_q4007,Other Than Academic Why Might A Teen Choose A Certain College,"{'sports team': 47, 'location': 28, 'friends are going': 11, 'party school': 9, 'cost of tuition': 3}"
3558,train_q4008,Other Than Christmas Name A Word Thats In Almost Every Christmas Song,"{'merry': 39, 'santa': 22, 'snow': 17, 'bells': 9, 'holiday': 6}"
3559,train_q4009,Other Than Displays Of Affection Name Something You Wish Couples Wouldnt Do In Public,"{'fight': 68, 'feed each other': 13, 'baby talk': 5}"
3560,train_q4010,"Other than rain, name a reason a person might close the top of their convertible. ","{'windy': 10, 'snow': 8, 'cold': 6, 'sun': 4, 'too hot': 3, 'night time': 2}"
3561,train_q4011,Other than her kids name something a woman might blame her gray hair on. ,"{'work': 34, 'husband': 29, 'bills': 14, 'age': 9, 'parents': 6, 'nature': 3}"
3562,train_q4012,"Other than a doctor, name an occupation that makes house calls. ","{'plumber': 56, 'repair': 14, 'salesman': 6, 'milkman': 4, 'veterinarian': 3}"
3563,train_q4014,"Past or present, name a famous blonde who proves blondes really do have more fun. ","{'marilyn monroe': 54, 'madonna': 12}"
3564,train_q4015,"Past or present, name a famous New York Yankee. ","{'babe ruth': 54, 'lou gehrig': 2}"
3565,train_q4016,"Past or present, name a TV show set on an island. ","{""gilligan's island"": 77, 'lost': 9, 'survivor': 7, 'fantasy island': 3, 'hawaii five-o': 2}"
3566,train_q4017,People move to California for the weather. Name a reason they move away.  ,"{'cost of living': 27, 'earthquakes': 25, 'too many people': 14, 'weather': 12, 'crime': 5, 'smog': 5}"
3567,train_q4018,"People are always complaining about taxes; Name something our taxes pay for, that you approve of. ","{'school system': 37, 'road improvement': 18, 'trash removal': 8, 'prisons': 7, 'public library': 5}"
3568,train_q4019,"Past or present, name a game show about relationships. ","{'dating game': 29, 'newly wed game': 22, 'love connection': 19, 'blind date': 11, 'family feud': 7, 'family heart': 4}"
3569,train_q4020,Poor people worry about money. What do rich people worry about? ,"{'money': 69, 'friends': 11, 'health': 10, 'cars': 4, 'poor people': 2, 'not being happy': 2}"
3570,train_q4021,"Past or present, name a famous artist: ","{'pablo picasso': 27, 'vincent van gogh': 20, 'leonardo da vinci': 19, 'michelangelo': 10, 'rembrandt vin rijn': 9, 'auguste renoir': 3, 'norman rockwell': 3}"
3571,train_q4022,"Past or present, name a famous country singer. ","{'dolly parton': 28, 'willie nelson': 17, 'garth brooks': 16, 'george strait': 13, 'johnny cash': 11, 'carrie underwood': 9}"
3572,train_q4024,"Real or fictional, name a famous ""Paul"". ","{'mccartney': 37, 'revere': 12, 'bunyan': 10, 'newman': 8, 'the apostle': 6, 'simon': 6}"
3573,train_q4025,"Real or fictional, tell me someone who has the word ""Little"" in their name. ","{'little richard': 31, 'stuart little': 12, 'rich little': 12, 'little john': 9, 'little boy blue': 7, ""lil' bow wow"": 6}"
3574,train_q4026,"Real or fictional, name a famous male who wears tights. ","{'robin hood': 27, 'superman': 21, 'peter pan': 10, 'batman': 8, 'bary shnikov': 7, 'zorro': 6, 'romeo': 3, 'john travolta': 2}"
3575,train_q4027,"Roses are red, violets are blue, tell me a poet who's famous to you. ","{'edgar allen poe': 30, 'william shakespear': 19, 'robert frost': 15, 'john keats': 12, 'maya angelou': 10}"
3576,train_q4028,Something In A Woman’s Purse That’s Not In A Man’s Wallet. ,"{'make up': 47, 'feminine products': 24, 'perfume': 9, 'brush': 6, 'lotion': 4, 'mirror': 3}"
3577,train_q4029,Something that gives you the chills. ,"{'scary movies': 21, 'bugs spiders': 18, 'cold weather snow': 10, ""nails on chalkb'd"": 9, 'cold drinks': 9, 'ice cream': 6, 'snakes': 4}"
3578,train_q4030,Tell Me A Game Show That’s Been Around Forever. ,"{'price is right': 59, 'family fued': 14, 'wheel of fortune': 14, 'jeopardy': 9}"
3579,train_q4031,Tell Someone Who Parents Tell Their Kids To Have respect For. (More specific Then “Elders”) ,"{'teacher': 57, 'grandparent': 12, 'police officer': 11, 'themselves': 8, 'parent': 6, 'clergy': 5}"
3580,train_q4032,Tell me a name you might give your pet that you'd hate to have as your name. ,"{'spot': 27, 'fido': 25, 'rover': 15, 'fluffy': 7, 'spike': 4, 'pookie': 4}"
3581,train_q4034,Tell Me Something You Only Do When Youre Sick,"{'nap': 37, 'vomit': 34, 'take medicine': 14, 'eat soup': 8, 'home from work': 3, 'go to doctor': 3}"
3582,train_q4035,Tell Me A Place In The Newspaper Where You Wouldnt Want To See Your Name,"{'obituaries': 48, 'front page': 27, 'crime log courts': 15, 'classified': 9}"
3583,train_q4036,Tell Me A Food That Has “Hot” In Its Name ,"{'hot dog': 44, 'hot sauce': 20, 'hot tamale': 13, 'hot wings': 9, 'hot pocket': 7, 'hot peppers': 4}"
3584,train_q4037,Tell Me A Question That Twins Are Often Asked ,"{'are you twins?': 29, 'identical   fraternal': 23, ""who's older?"": 20, ""who's who?"": 16, 'similar names?': 4, 'think alike?': 3, 'dress alike?': 3}"
3585,train_q4038,Tell Me Something You Hate To Discover That You’re Missing A Piece From. ,"{'puzzle': 57, 'earring': 15, 'car': 10, 'board game': 6, 'pie': 5, 'cake': 4}"
3586,train_q4039,Tell Me Something Youd Be Reluctant To Buy From A Rummage Sale,"{'underwear': 51, 'shoes': 12, 'tv': 10, 'food': 9, 'car': 6, 'bed': 5, 'computer': 4}"
3587,train_q4040,Tell Me The Latest Hour You Could Drink Coffee Without It Affecting Your Ability To Fall Asleep. ,"{'5pm': 27, '8pm': 19, '6pm': 17, '7pm': 12, '9pm': 8, '4pm': 8, '3pm': 4}"
3588,train_q4041,Tell Me A Word People Use To Describe Female Babies But Not Male Babies ,"{'pretty': 35, 'cute': 29, 'beautiful': 12, 'princess': 7, 'precious': 6, 'adorable': 4, 'doll': 3}"
3589,train_q4042,Tell Me A Reason Why A Kid Would Not Go Swimming All Summer Long ,"{""can't swim afraid"": 31, 'in cast': 23, 'grounded': 17, 'cold weather': 11, 'no pool': 5}"
3590,train_q4044,Tell Me How Many Times Most Men Get Their Haircut In A Year (Numeric Only) ,"{'12': 26, '24': 21, '10': 14, '50': 9, '20': 9, '52': 9, '30': 8}"
3591,train_q4045,Tell Me A Place Where It’s Easy To Make Friends. ,"{'work': 30, 'school': 23, 'bar': 20, 'place of worship': 15, 'internet': 6, 'summer camp': 4}"
3592,train_q4046,Tell Me Something That Is Impossible To Do With Freshly Painted Nails,"{'eat': 26, 'type': 23, 'write': 10, 'cook': 10, 'get dressed': 10, 'wash dishes': 9, 'scratch an itch': 9}"
3593,train_q4047,Tell Me A Reason You Exit The Freeway. ,"{'traffic jam': 33, 'get gas': 27, 'your destination': 17, 'accident': 9, 'restroom': 7, 'to eat': 4}"
3594,train_q4048,Tell Me How Many Days It Takes A Man To Grow A Beard. (Numeric Only) ,"{'7 days': 23, '5 days': 18, '10 days': 16, '14 days': 14, '3 days': 12, '4 days': 9}"
3595,train_q4049,Tell Me A Name People Use To Describe Someone Who Talks To Much ,"{'babbermouth': 39, 'big mouth': 31, 'motormouth': 23, 'chatterbox': 4, 'gossip': 3}"
3596,train_q4050,Tell Me Something You Do When You Stay Up Late At Night,"{'watch tv  movie': 58, 'read': 16, 'snack': 14, 'drink': 7, 'play computer games': 3}"
3597,train_q4051,Tell Me An Emotion That Gets Stronger After You Have Children ,"{'love': 38, 'fear worry': 16, 'anger': 12, 'happy': 11, 'distrustful': 10, 'compassion': 7, 'pride': 3}"
3598,train_q4052,Tell Me A Decoration You Might See At Someone’s Birthday Party ,"{'balloons': 48, 'streamers': 7}"
3599,train_q4054,Tell me a kind of place where you can be sure to see parents yelling at their kids. ,"{'supermarket': 23, 'sports game': 13, 'the mall': 10, 'restaurant': 9, 'at home': 8}"
3600,train_q4055,Tell me something that makes people thirsty. ,"{'salty foods': 31, 'running': 14, 'working out': 5, 'ham': 5, 'potato chips': 5, 'sports': 5}"
3601,train_q4056,Tell me job where you might be working at 4 o'clock in the morning. ,"{'police officer': 20, 'doctor': 12, 'nurse': 11, 'security guard': 6, 'baker': 6, 'postman': 5}"
3602,train_q4057,Tell me something your dogs get to do that you wish you could do. ,"{'sleep all day': 41, 'run around': 8, 'lick self': 7, 'pee in public': 7, 'jump': 5}"
3603,train_q4058,Tell Me An Excuse People Give The Police When Pulled Over For Speeding. ,"{""didn't notice speed"": 32, 'late': 28}"
3604,train_q4059,Tell Me The Age When A Kid Is Too Old To Sit On Santa’s Lap. ,"{'10': 39, '8': 20}"
3605,train_q4060,Tell Me The Age When A Child’s Last Baby Tooth Falls Out. ,"{'12': 27, '7': 13, '5': 6}"
3606,train_q4061,Tell me something in a library that you can't check out. ,"{'computer': 50, 'periodicals': 21, 'reference books': 13, 'librarian': 12}"
3607,train_q4062,Two heads are better than one. Name another part of your body you might want to have two of. ,"{'heart': 26, 'nose': 18, 'brain': 15, 'mouth': 12, 'stomach': 6, 'hands': 6}"
3608,train_q4064,Tell me the age at which a kid no longer wants to be seen with his parents. ,"{'13': 40, '12': 26, '10': 12, '14': 12, '16': 9}"
3609,train_q4065,Tell me where you store all your spare change. ,"{'jar': 49, 'piggy bank': 21, 'pocket': 13, 'car': 7, 'purse': 4, 'drawer': 3}"
3610,train_q4066,Tell me how many cups of coffee it takes to give you the jitters. ,"{'three': 28, 'four': 21, 'five': 14, 'two': 14, 'one': 11, 'ten': 4}"
3611,train_q4067,Tell me something two people can ride at the same time. ,"{'tandem bicycles': 45, 'car': 18, 'motorcycles': 14, 'horse': 10, 'amusement ride': 5, 'jet ski': 3, 'bus': 2}"
3612,train_q4068,Tell me something you hate to admit you did on Saturday night. ,"{'stayed home': 38, 'got drunk': 35, 'had a fling': 9, 'gambled lost money': 3}"
3613,train_q4069,Tell me an animal that high school teams are often named after. ,"{'dogs': 35, 'tigers': 17, 'bears': 14, 'eagles': 6, 'cougar': 6, 'lions': 4}"
3614,train_q4070,Tell me the age when a kid gets braces. ,"{'twelve': 41, 'ten': 31, 'thirteen': 9, 'fourteen': 4, 'eight': 3, 'eleven': 3, 'nine': 3, 'six': 3}"
3615,train_q4071,Tell me something you would not like to see when getting on an airplane. ,"{'flames': 20, 'drunk pilot': 19, 'bomb': 17, 'terrorists': 14, 'guns': 9, 'crying baby': 8}"
3616,train_q4072,Tell me an animal that people usually don't like to eat. ,"{'dog': 34, 'deer': 29, 'cats': 14, 'skunks': 13, 'snakes': 10}"
3617,train_q4074,Tell me something you'd love to be able to hypnotize your children to do. ,"{'clean up room': 49, 'listen behave': 27, ""homew'k gd grades"": 14, 'go to bed sleep': 3, 'say no to drugs': 2, 'cook for me': 2}"
3618,train_q4075,Tell me something that's harder to do backwards than forwards. ,"{'walk': 39, 'run': 17, 'drive': 10, 'ice-skate skate': 7, 'ride a bike': 5, 'read': 5}"
3619,train_q4076,Tell me a word you'd use to describe someone who is mean. ,"{'bully': 35, 'horrible': 27, 'bossy': 21, 'wicked': 11, 'cruel': 6}"
3620,train_q4077,Tell me something kids are always complaining about. ,"{'homework': 36, 'going to school': 23, 'chores': 16, ""they're bored"": 14, 'bed time': 9}"
3621,train_q4078,Tell me a person children often learn about in school. ,"{'abraham lincoln': 40, 'john f. kennedy': 25, 'benjamin franklin': 20, 'martin luther king jr.': 10, 'rosa parks': 5}"
3622,train_q4079,Tell me an Academy Award category most people stay up to watch. ,"{'best actor': 39, 'best picture': 39, 'best actress': 17, 'best music': 3}"
3623,train_q4080,Tell me the time of day when most people eat breakfast. ,"{'8:00 am': 44, '7:00 am': 18, '9:00 am': 18, '10:00 am': 6, '7:30 am': 6, '9:30 am': 6}"
